au2_center_s,lag_from_base_frames,lag_from_base_ms,ncc
15.575,-0.09508024776921614,-0.0026411179935893372,0.2648677773437045
15.6,0.0942304639206323,0.0026175128866842306,0.2473596250526644
15.625,0.16709863467339917,0.004641628740927755,0.37922758226815106
15.65,0.1716741697268362,0.004768726936856561,0.3883236172443431
15.675,0.1998866180867653,0.005552406057965703,0.17900549823987702
15.7,0.18207970843055019,0.005057769678626395,0.13992879722624924
15.725,0.13465246486125607,0.0037403462461460023,0.2736309016088439
15.75,0.18135684718659167,0.005037690199627546,0.279847386488883
15.775,0.2246035739404161,0.006238988165011558,0.22024398112989116
15.8,0.1373916516058327,0.0038164347668286857,0.15580879261003805
15.825,0.20228185896472736,0.005618940526797982,0.15710525291384664
15.85,0.2097827109920206,0.005827297527556128,0.7260135597690177
15.875,0.22782572988934469,0.006328492496926241,0.8669916955690763
15.9,0.22527101684080203,0.006257528245577834,0.8581896759327239
15.925,0.20120808901584294,0.005589113583773415,0.7253227514815516
15.95,0.209819696306528,0.005828324897403555,0.37418853535233165
15.975,0.16012183846353023,0.004447828846209173,0.657312492100621
16.0,0.16002082572976706,0.004445022936937974,0.7783716516210045
16.025,0.1632188704471169,0.0045338575124199134,0.7174586795745045
16.05,0.16207908625859124,0.004502196840516424,0.3809902812903386
16.075,0.11910740092547618,0.0033085389145965606,0.13022128124937885
16.1,0.1594979002958321,0.00443049723043978,0.1269078911420512
16.125,696.6630590509681,19.351751640304666,0.14907515203645846
16.15,69.74595424386199,1.937387617885055,0.15718487936119874
16.175,0.03711828622412482,0.0010310635062256894,0.14339070718601077
16.2,0.5594715876491372,0.015540877434698255,0.5177733001201763
16.225,0.3186524624733211,0.008851457290925586,0.6424682924360162
16.25,-0.08649854031426218,-0.002402737230951727,0.7127956945575429
16.275,-4.018483162326307,-0.11162453228684185,0.7922565033342862
16.3,-0.14645238078166434,-0.004068121688379565,0.832245372887892
16.325,0.15229062498245502,0.004230295138401528,0.8485907032949002
16.35,0.2240476124639828,0.006223544790666189,0.8804358843411948
16.375,0.23472370440182455,0.006520102900050682,0.8773709430821416
16.4,0.34182640156440325,0.009495177821233424,0.826304281939091
16.425,-0.8940714823034676,-0.024835318952874098,0.7969726647680183
16.45,-4.666941670394676,-0.12963726862207434,0.7955230818205754
16.475,0.08237077955594628,0.002288077209887397,0.7682219850779494
16.5,0.23086859009742225,0.0064130163915950625,0.7256993952106549
16.525,0.20189586515295554,0.0056082184764709875,0.6451077793661589
16.55,0.33222986879917954,0.009228607466643876,0.5676248625933623
16.575,0.22295903683731333,0.0061933065788142595,0.6085189889407618
16.6,0.2167743138455226,0.006021508717931183,0.6660638770228692
16.625,0.17981347263770353,0.0049948186843806535,0.7064842718830274
16.65,-0.6533716944362928,-0.018149213734341467,0.726999060279963
16.675,-0.39410302440032813,-0.010947306233342448,0.7432281498893349
16.7,0.22202447617937132,0.006167346560538092,0.7932204179798256
16.725,0.267184034737036,0.0074217787426954455,0.8170573505098032
16.75,0.2063257720732819,0.005731271446480053,0.8214031426456605
16.775,-0.27773736804146215,-0.007714926890040615,0.806407997210492
16.8,0.2826396503507031,0.007851101398630642,0.754073781370968
16.825,0.22184014238239397,0.006162226177288721,0.8270034082593702
16.85,0.20602375762458586,0.005722882156238496,0.8475334207706043
16.875,0.18726846381832166,0.005201901772731157,0.8123801126086649
16.9,0.07884463867733094,0.0021901288521480817,0.8438008051168199
16.925,-0.26132575157375953,-0.0072590486548266536,0.9207977079925042
16.95,0.23656446814302443,0.0065712352261951225,0.9324792164935852
