Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 130822
Event count: 98380655774

Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Shared Object
0.67%     __emutls_get_address                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.66%     GS::writeRegisterPacked(unsigned char, unsigned long, unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.65%     [kernel.kallsyms][+ffffffe760a2784c]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.62%     VU1RecompImage<17692172933381506641ul>::f2a18(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.62%     VU1RecompImage<17692172933381506641ul>::f2a10(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.58%     __vfprintf                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            /apex/com.android.runtime/lib64/bionic/libc.so
0.56%     libunwind::findUnwindSectionsByPhdr(dl_phdr_info*, unsigned long, void*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.55%     VU1RecompImage<17692172933381506641ul>::f2a20(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.55%     GS::buildDrawBatch(int) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.54%     GS::vertexKick(bool)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.50%     sub_0037E120_0x37e120(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.49%     [kernel.kallsyms][+ffffffe760a277ec]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.49%     pthread_mutex_unlock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /apex/com.android.runtime/lib64/bionic/libc.so
0.47%     VU1RecompImage<17692172933381506641ul>::f2a50(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.41%     VU1RecompImage<17692172933381506641ul>::f2a38(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.41%     GS::processGIFPacket(unsigned char const*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.38%     scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::quarantineOrDeallocateChunk(scudo::Options const&, void*, scudo::Chunk::UnpackedHeader*, unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         /apex/com.android.runtime/lib64/bionic/libc.so
0.38%     VU1RecompImage<17692172933381506641ul>::f2a40(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.35%     pthread_mutex_lock                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    /apex/com.android.runtime/lib64/bionic/libc.so
0.34%     __sfvwrite                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            /apex/com.android.runtime/lib64/bionic/libc.so
0.34%     [kernel.kallsyms][+ffffffe761a8e664]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.32%     VU1Interpreter::execLower(unsigned int, unsigned char*, unsigned int, GS&, PS2Memory*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.31%     VU1Interpreter::getDecodedInstructionPairForPc(unsigned char const*, unsigned int, PS2Memory*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.30%     ps2_gfx_stats::detail::ensureInit()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.30%     VU1Interpreter::readBranchVi(unsigned char) const                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.30%     VU1RecompImage<11917748289753363281ul>::f0638(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.30%     [kernel.kallsyms][+ffffffe761a6b788]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  [kernel.kallsyms]
0.29%     void ParallelGS::GSInterface::packed_XYZ<false, true, (ParallelGS::PRIMType)4>(void const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.29%     __memset_aarch64_nt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   /apex/com.android.runtime/lib64/bionic/libc.so
