Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 130822
Event count: 98380655774

Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                Shared Object
0.10%     VU1RecompImage<12499688582289950957ul>::f14c8(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<17692172933381506641ul>::f2ed8(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<17692172933381506641ul>::f2ea0(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<17692172933381506641ul>::f0ad0(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<11917748289753363281ul>::f0650(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     sub_00386DD0_0x386dd0(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<11917748289753363281ul>::f0660(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<12499688582289950957ul>::f14b8(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1Interpreter::queueVfWrite(unsigned char, unsigned char, float const*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1Interpreter::queueClip(unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<17692172933381506641ul>::f2f30(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     PS2Memory::writeIORegister(unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1RecompImage<12499688582289950957ul>::f1500(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     VU1RecompImage<11917748289753363281ul>::f06d0(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     std::__ndk1::deque<GsCommand, std::__ndk1::allocator<GsCommand>>::pop_front()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     sub_0020EDA0_0x20eda0(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     PS2Memory::translateAddress(unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     sub_00174848_0x174848(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     VU1RecompImage<11917748289753363281ul>::f0668(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     GS::recordRegisterDebugEventUnlocked(unsigned char, unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     VU1RecompImage<17692172933381506641ul>::f1458(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     VU1RecompImage<17692172933381506641ul>::f3110(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     VU1RecompImage<12499688582289950957ul>::f1508(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     (anonymous namespace)::e37AppendVif(char const*, unsigned char, char const*, char const*, char const*, unsigned int, unsigned int, char const*, unsigned int const*, unsigned char const*, unsigned int, bool, unsigned int, char const*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     @plt                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     std::__ndk1::mutex::lock()                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     ParallelGS::compute_page_rect(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     VU1RecompImage<17692172933381506641ul>::f2ee8(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     sub_0032B6E0_0x32b6e0(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     VU1RecompImage<17692172933381506641ul>::f1488(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     sub_00389CB8_0x389cb8(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     VU1Interpreter::execute(unsigned char*, unsigned int, unsigned char*, unsigned int, GS&, PS2Memory*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     sub_003CB540_0x3cb540(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     VU1RecompImage<17692172933381506641ul>::f1460(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     GsCommand::operator=(GsCommand&&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     WaitTime                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     VU1RecompImage<17692172933381506641ul>::f3120(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     sub_0011E150_0x11e150(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     VU1RecompImage<17692172933381506641ul>::f2ef0(VU1Interpreter&, VU1Interpreter::RunContext&)                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~--u0u3bOmESMnh4M08Ly1Q==/com.ps2x.runner-WSCgaD2JPMF3qPfspf2iVA==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
