Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 --call-graph fp --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 137186
Event count: 111751374042

Overhead  Command          Symbol
0.10%     GameThread       sub_0022ADD8_0x22add8(unsigned char*, R5900Context*, PS2Runtime*)
0.10%     GameThread       VU1Interpreter::readBranchVi(unsigned char) const
0.10%     GameThread       [kernel.kallsyms][+ffffffe761a6b788]
0.10%     GameThread       PS2Memory::advanceEeTimers(unsigned long)
0.10%     GsWorker         [kernel.kallsyms][+ffffffe761a795a8]
0.10%     GsWorker         __emutls_get_address
0.10%     GsWorker         void ParallelGS::GSInterface::drawing_kick<(ParallelGS::PRIMType)4>(bool)
0.09%     GsWorker         ParallelGS::GSInterface::update_color_feedback_state()
0.09%     GameThread       [kernel.kallsyms][+ffffffe760bcd1b4]
0.09%     GameThread       [linker]do_dl_iterate_phdr(int (*)(dl_phdr_info*, unsigned long, void*), void*)
0.09%     GameThread       ps2DiagWatchEnabled()
0.09%     GsWorker         [kernel.kallsyms][+ffffffe760cf8c1c]
0.09%     GameThread       PS2Runtime::dispatchGuestBranch(unsigned char*, R5900Context*, unsigned int, unsigned int, unsigned int, PS2Runtime::GuestBranchKind, char const*)
0.09%     com.ps2x.runner  __memcpy_aarch64_nt
0.08%     com.ps2x.runner  WaitTime
0.08%     GameThread       sub_001E9A30_0x1e9a30(unsigned char*, R5900Context*, PS2Runtime*)
0.08%     GameThread       pthread_mutex_lock
0.08%     GameThread       PS2Runtime::executeVU0Microprogram(unsigned char*, R5900Context*, unsigned int)
0.08%     GsWorker         __memcpy_aarch64_nt
0.08%     GameThread       VU1Interpreter::microAddressMask() const
0.08%     GameThread       EeScheduler::accountCycles(unsigned int)
0.07%     GsWorker         pthread_mutex_unlock
0.07%     GsWorker         [kernel.kallsyms][+ffffffe761a83a5c]
0.07%     GameThread       sub_0013D818_0x13d818(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     GameThread       sub_0037A430_0x37a430(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     GsWorker         [kernel.kallsyms][+ffffffe760dd7868]
0.07%     GsWorker         ParallelGS::GSInterface::gif_transfer(unsigned int, void const*, unsigned long)
0.07%     GameThread       scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::deallocate(void*, scudo::Chunk::Origin, unsigned long, unsigned long)
0.07%     GameThread       sub_002BCBD0_0x2bcbd0(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     GameThread       scudo::Allocator<scudo::AndroidNormalConfig, &scudo_malloc_postinit>::quarantineOrDeallocateChunk(scudo::Options const&, void*, scudo::Chunk::UnpackedHeader*, unsigned long)
0.07%     GameThread       sub_0038B0F8_0x38b0f8(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     GameThread       sub_0022A830_0x22a830(unsigned char*, R5900Context*, PS2Runtime*)
0.06%     GsWorker         __aarch64_ldadd8_relax
0.06%     GsWorker         [kernel.kallsyms][+ffffffe761a8e614]
0.06%     com.ps2x.runner  [kernel.kallsyms][+ffffffe761a8e810]
0.06%     GameThread       VU1Interpreter::execute(unsigned char*, unsigned int, unsigned char*, unsigned int, GS&, PS2Memory*, unsigned int, unsigned int, unsigned int, unsigned int)
0.06%     GsWorker         void ParallelGS::GSInterface::packed_STQRGBAXYZ<true, (ParallelGS::PRIMType)4, 1>(void const*, unsigned int)
0.06%     GsWorker         [kernel.kallsyms][+ffffffe760d86994]
0.06%     GsWorker         ps2_gfx_stats::detail::ensureInit()
0.06%     GsWorker         [kernel.kallsyms][+ffffffe761a79558]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe760ad37c0]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe7611d4f98]
0.05%     GameThread       PS2Memory::translateAddress(unsigned int)
0.05%     GsWorker         GS::recordRegisterDebugEventUnlocked(unsigned char, unsigned long)
0.05%     GameThread       sub_0030F2B0_0x30f2b0(unsigned char*, R5900Context*, PS2Runtime*)
0.05%     GameThread       scudo::HybridMutex::tryLock()
0.05%     GameThread       GS::processGIFPacket(unsigned char const*, unsigned int)
