Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 601798
Event count: 428955035635

Overhead  Command          Symbol
0.08%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::popBlocksImpl(scudo::SizeClassAllocatorLocalCache<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>*, unsigned long, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned int*, unsigned short)
0.08%     GsWorker         libvulkan_freedreno.so[+c65324]
0.08%     GsWorker         libvulkan_freedreno.so[+bcaccc]
0.08%     GsWorker         libvulkan_freedreno.so[+c41678]
0.08%     GsWorker         [kernel.kallsyms][+ffffffe7611d4f98]
0.08%     GsWorker         libvulkan_freedreno.so[+b89918]
0.08%     GsWorker         libvulkan_freedreno.so[+c1d094]
0.08%     GsWorker         libvulkan_freedreno.so[+b40d8c]
0.08%     GsWorker         libvulkan_freedreno.so[+b419d0]
0.08%     GsWorker         libvulkan_freedreno.so[+bcac90]
0.08%     GsWorker         libvulkan_freedreno.so[+ab04a8]
0.08%     GsWorker         libvulkan_freedreno.so[+c1ac24]
0.08%     GsWorker         libvulkan_freedreno.so[+b40e04]
0.08%     GsWorker         libvulkan_freedreno.so[+c653d0]
0.08%     GsWorker         libvulkan_freedreno.so[+c1d40c]
0.08%     GsWorker         libvulkan_freedreno.so[+c1994c]
0.08%     GsWorker         libvulkan_freedreno.so[+c65cd0]
0.08%     GsWorker         libvulkan_freedreno.so[+b7abc0]
0.08%     GsWorker         libvulkan_freedreno.so[+b89aec]
0.08%     GsWorker         [kernel.kallsyms][+ffffffe760d35864]
0.08%     GsWorker         libvulkan_freedreno.so[+b85914]
0.08%     GsWorker         libvulkan_freedreno.so[+c6b86c]
0.07%     GsWorker         [kernel.kallsyms][+ffffffe761a8e6e0]
0.07%     GsWorker         bool scudo::PageReleaseContext::markFreeBlocksInRegion<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int)>(scudo::IntrusiveList<scudo::TransferBatch<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>> const&, scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::markFreeBlocks(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, unsigned long, unsigned long, scudo::SinglyLinkedList<scudo::BatchGroup<scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>>>&)::'lambda'(unsigned int), unsigned long, unsigned long, unsigned long, bool)
0.07%     GsWorker         libvulkan_freedreno.so[+c6508c]
0.07%     GameThread       VU1Interpreter::queueVfWrite(unsigned char, unsigned char, float const*, unsigned int)
0.07%     GsWorker         libvulkan_freedreno.so[+c658bc]
0.07%     GsWorker         [kernel.kallsyms][+ffffffe760d65384]
0.07%     GameThread       sub_00398A60_0x398a60(unsigned char*, R5900Context*, PS2Runtime*)
0.07%     GsWorker         libvulkan_freedreno.so[+c65670]
0.07%     GsWorker         [kernel.kallsyms][+ffffffe761a8e614]
0.07%     GsWorker         libvulkan_freedreno.so[+b484e8]
0.07%     GsWorker         libvulkan_freedreno.so[+c65c40]
0.07%     GsWorker         libvulkan_freedreno.so[+c65b64]
0.07%     GsWorker         libvulkan_freedreno.so[+ab06b8]
0.07%     GsWorker         libvulkan_freedreno.so[+c1c638]
0.07%     GsWorker         libvulkan_freedreno.so[+c1d0fc]
0.07%     GsWorker         libvulkan_freedreno.so[+c60378]
0.07%     GsWorker         libvulkan_freedreno.so[+b89af4]
0.06%     GsWorker         scudo::HybridMutex::lock()
0.06%     GsWorker         [kernel.kallsyms][+ffffffe761a79560]
0.06%     GsWorker         libvulkan_freedreno.so[+c65970]
0.06%     GsWorker         libvulkan_freedreno.so[+b6b898]
0.06%     GsWorker         libvulkan_freedreno.so[+aa1290]
0.06%     GsWorker         libvulkan_freedreno.so[+ab04c8]
0.06%     GsWorker         libvulkan_freedreno.so[+c1f2c0]
0.06%     GsWorker         libvulkan_freedreno.so[+ae4d48]
0.06%     GsWorker         libvulkan_freedreno.so[+c2929c]
0.06%     GsWorker         libvulkan_freedreno.so[+ab0698]
0.06%     GsWorker         libvulkan_freedreno.so[+b40f70]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe760855968]
0.06%     GsWorker         libvulkan_freedreno.so[+aa1264]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d490]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe761a795a8]
0.06%     GsWorker         libvulkan_freedreno.so[+c1f2d8]
0.06%     GsWorker         libvulkan_freedreno.so[+c60650]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe761a7ae44]
0.06%     GameThread       PS2Runtime::dispatchGuestBranch(unsigned char*, R5900Context*, unsigned int, unsigned int, unsigned int, PS2Runtime::GuestBranchKind, char const*)
0.06%     GsWorker         libvulkan_freedreno.so[+c65ae0]
0.06%     GsWorker         libvulkan_freedreno.so[+c1f014]
0.06%     GsWorker         libvulkan_freedreno.so[+c65964]
0.06%     GsWorker         scudo_free
0.06%     GsWorker         libvulkan_freedreno.so[+c38b7c]
0.06%     GsWorker         libvulkan_freedreno.so[+b88898]
0.06%     GsWorker         libvulkan_freedreno.so[+c658dc]
0.06%     GsWorker         libvulkan_freedreno.so[+c65b54]
0.06%     GsWorker         libvulkan_freedreno.so[+c18d40]
0.06%     GsWorker         libvulkan_freedreno.so[+c631d0]
0.06%     GsWorker         libvulkan_freedreno.so[+c65aa4]
0.06%     GsWorker         libvulkan_freedreno.so[+c65358]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d110]
0.06%     GameThread       PS2Memory::advanceEeTimers(unsigned long)
0.06%     GsWorker         libvulkan_freedreno.so[+c1d0a4]
0.06%     GsWorker         libvulkan_freedreno.so[+b473f4]
0.06%     GsWorker         libvulkan_freedreno.so[+c19908]
0.06%     GsWorker         libvulkan_freedreno.so[+bb3888]
0.06%     GsWorker         libvulkan_freedreno.so[+b41958]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d064]
0.06%     GsWorker         libvulkan_freedreno.so[+c65334]
0.06%     GsWorker         libvulkan_freedreno.so[+c6030c]
0.06%     GsWorker         libvulkan_freedreno.so[+c1d108]
0.06%     GsWorker         libvulkan_freedreno.so[+b6c350]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe760d86994]
0.06%     GsWorker         libvulkan_freedreno.so[+c65aa0]
0.06%     GsWorker         libvulkan_freedreno.so[+c1cf28]
0.06%     GsWorker         libvulkan_freedreno.so[+c6592c]
0.06%     GsWorker         libvulkan_freedreno.so[+c65ac4]
0.06%     GsWorker         libvulkan_freedreno.so[+c658c8]
0.06%     GsWorker         libvulkan_freedreno.so[+c658cc]
0.06%     GsWorker         libvulkan_freedreno.so[+b7a978]
0.06%     GsWorker         libvulkan_freedreno.so[+c65988]
0.06%     GsWorker         libvulkan_freedreno.so[+c65ae4]
0.06%     GsWorker         libvulkan_freedreno.so[+b7b648]
0.06%     GsWorker         libvulkan_freedreno.so[+b4899c]
0.06%     GsWorker         libvulkan_freedreno.so[+b85cf4]
0.06%     GsWorker         libvulkan_freedreno.so[+c659a8]
0.06%     GsWorker         libvulkan_freedreno.so[+b4158c]
0.06%     GsWorker         libvulkan_freedreno.so[+af0b98]
0.06%     GsWorker         [kernel.kallsyms][+ffffffe760d917d0]
0.06%     GsWorker         libvulkan_freedreno.so[+c1f2cc]
0.06%     GsWorker         libvulkan_freedreno.so[+aa0e20]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d030]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d334]
0.05%     GsWorker         libvulkan_freedreno.so[+c65ac0]
0.05%     GsWorker         libvulkan_freedreno.so[+b888b4]
0.05%     GsWorker         libvulkan_freedreno.so[+ae67b8]
0.05%     GsWorker         libvulkan_freedreno.so[+b48a50]
0.05%     GsWorker         libvulkan_freedreno.so[+c65b44]
0.05%     GsWorker         libvulkan_freedreno.so[+c653c0]
0.05%     GsWorker         libvulkan_freedreno.so[+c60344]
0.05%     GsWorker         libvulkan_freedreno.so[+c1cfbc]
0.05%     GsWorker         libvulkan_freedreno.so[+ae67e0]
0.05%     GsWorker         libvulkan_freedreno.so[+b41968]
0.05%     GsWorker         libvulkan_freedreno.so[+ae4d8c]
0.05%     GsWorker         libvulkan_freedreno.so[+bb389c]
0.05%     GsWorker         libvulkan_freedreno.so[+a96c58]
0.05%     GsWorker         libvulkan_freedreno.so[+c419b4]
0.05%     GsWorker         libvulkan_freedreno.so[+c3e928]
0.05%     GsWorker         libvulkan_freedreno.so[+b487c8]
0.05%     GsWorker         libvulkan_freedreno.so[+aa12cc]
0.05%     GsWorker         libvulkan_freedreno.so[+c6578c]
0.05%     GsWorker         libvulkan_freedreno.so[+c17690]
0.05%     GsWorker         libvulkan_freedreno.so[+aa11bc]
0.05%     GsWorker         libvulkan_freedreno.so[+b48804]
0.05%     GsWorker         libvulkan_freedreno.so[+c440c0]
0.05%     GameThread       EeScheduler::accountCycles(unsigned int)
0.05%     GsWorker         libvulkan_freedreno.so[+c173c4]
0.05%     GsWorker         libvulkan_freedreno.so[+ae678c]
0.05%     GsWorker         libvulkan_freedreno.so[+ae66dc]
0.05%     GsWorker         libvulkan_freedreno.so[+c1cff4]
0.05%     GsWorker         madvise
0.05%     GsWorker         libvulkan_freedreno.so[+bcad14]
0.05%     GsWorker         libvulkan_freedreno.so[+c659c8]
0.05%     GsWorker         libvulkan_freedreno.so[+c656b8]
0.05%     GsWorker         libvulkan_freedreno.so[+c65b50]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d328]
0.05%     GsWorker         libvulkan_freedreno.so[+c3f5dc]
0.05%     GsWorker         libvulkan_freedreno.so[+c19928]
0.05%     GsWorker         libvulkan_freedreno.so[+c1e6b4]
0.05%     GsWorker         libvulkan_freedreno.so[+aa11c4]
0.05%     GsWorker         libvulkan_freedreno.so[+c1cf40]
0.05%     GsWorker         libvulkan_freedreno.so[+b459a4]
0.05%     GsWorker         libvulkan_freedreno.so[+b7a810]
0.05%     GsWorker         libvulkan_freedreno.so[+c44114]
0.05%     GsWorker         libvulkan_freedreno.so[+c6b8c8]
0.05%     GsWorker         libvulkan_freedreno.so[+c653c8]
0.05%     GsWorker         libvulkan_freedreno.so[+c60678]
0.05%     GsWorker         [kernel.kallsyms][+ffffffe760a2784c]
0.05%     GsWorker         libvulkan_freedreno.so[+b40d5c]
0.05%     GsWorker         libvulkan_freedreno.so[+ae5d20]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d0e8]
0.05%     GameThread       PS2Memory::processVIF1Data(unsigned char const*, unsigned int)
0.05%     GsWorker         libvulkan_freedreno.so[+c18798]
0.05%     GsWorker         libvulkan_freedreno.so[+c18d20]
0.05%     GsWorker         libvulkan_freedreno.so[+c65544]
0.05%     GsWorker         libvulkan_freedreno.so[+c1d0c4]
0.05%     GsWorker         libvulkan_freedreno.so[+c6575c]
0.05%     GsWorker         libvulkan_freedreno.so[+b473f8]
0.05%     GsWorker         libvulkan_freedreno.so[+c65240]
0.05%     GsWorker         libvulkan_freedreno.so[+c1cf50]
0.05%     GsWorker         libvulkan_freedreno.so[+c650e8]
0.05%     GsWorker         libvulkan_freedreno.so[+c653b4]
0.05%     GsWorker         [kernel.kallsyms][+ffffffe760cf8c1c]
0.05%     GsWorker         libvulkan_freedreno.so[+c65b94]
0.05%     GsWorker         libvulkan_freedreno.so[+ab04b4]
0.05%     GsWorker         libvulkan_freedreno.so[+aa1178]
0.05%     GsWorker         libvulkan_freedreno.so[+c1e664]
0.05%     GsWorker         libvulkan_freedreno.so[+b48948]
0.05%     GsWorker         libvulkan_freedreno.so[+c6574c]
0.05%     GsWorker         libvulkan_freedreno.so[+c650b4]
0.05%     GsWorker         libvulkan_freedreno.so[+c650a8]
0.04%     GsWorker         libvulkan_freedreno.so[+b6b918]
0.04%     GsWorker         libvulkan_freedreno.so[+b6c344]
0.04%     GameThread       VU1Interpreter::applyFmacDestAcc(float*, unsigned char)
0.04%     GsWorker         libvulkan_freedreno.so[+b6b8f4]
0.04%     GsWorker         libvulkan_freedreno.so[+c28b68]
0.04%     com.ps2x.runner  __memcpy_aarch64_nt
0.04%     GsWorker         libvulkan_freedreno.so[+c6506c]
0.04%     GsWorker         libvulkan_freedreno.so[+c5f670]
0.04%     GsWorker         libvulkan_freedreno.so[+c6588c]
0.04%     GsWorker         libvulkan_freedreno.so[+b40bd0]
0.04%     GsWorker         libvulkan_freedreno.so[+c5f67c]
0.04%     GsWorker         libvulkan_freedreno.so[+c6576c]
0.04%     GsWorker         libvulkan_freedreno.so[+b40da4]
0.04%     GameThread       libunwind::LocalAddressSpace::getEncodedP(unsigned long&, unsigned long, unsigned char, unsigned long)
0.04%     GsWorker         libvulkan_freedreno.so[+c658d0]
0.04%     GameThread       ps2DiagWatchEnabled()
0.04%     GsWorker         libvulkan_freedreno.so[+b47330]
0.04%     GsWorker         libvulkan_freedreno.so[+c1cfec]
0.04%     GsWorker         libvulkan_freedreno.so[+c3e940]
0.04%     GsWorker         libvulkan_freedreno.so[+bcb098]
0.04%     GameThread       std::__ndk1::pair<std::__ndk1::__hash_iterator<std::__ndk1::__hash_node<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, void*>*>, bool> std::__ndk1::__hash_table<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::__unordered_map_hasher<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::hash<unsigned int>, std::__ndk1::equal_to<unsigned int>, true>, std::__ndk1::__unordered_map_equal<unsigned int, std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>, std::__ndk1::equal_to<unsigned int>, std::__ndk1::hash<unsigned int>, true>, std::__ndk1::allocator<std::__ndk1::__hash_value_type<unsigned int, ps2_park::ParkHotPcEntry>>>::__emplace_unique_key_args<unsigned int, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>, std::__ndk1::tuple<>>(unsigned int const&, std::__ndk1::piecewise_construct_t const&, std::__ndk1::tuple<unsigned int const&>&&, std::__ndk1::tuple<>&&)
0.04%     GsWorker         libvulkan_freedreno.so[+b7a94c]
0.04%     GsWorker         libvulkan_freedreno.so[+ab82e8]
0.04%     GsWorker         [kernel.kallsyms][+ffffffe760d625bc]
0.04%     GsWorker         libvulkan_freedreno.so[+c1d4bc]
0.04%     GsWorker         libvulkan_freedreno.so[+c658c4]
0.04%     GsWorker         libvulkan_freedreno.so[+b7a824]
0.04%     GsWorker         libvulkan_freedreno.so[+c1c678]
0.04%     GsWorker         libvulkan_freedreno.so[+c658d4]
0.04%     GsWorker         libvulkan_freedreno.so[+ae6198]
0.04%     GsWorker         libvulkan_freedreno.so[+ae6528]
0.04%     GsWorker         libvulkan_freedreno.so[+c653a4]
0.04%     GsWorker         libvulkan_freedreno.so[+bcacac]
0.04%     GsWorker         libvulkan_freedreno.so[+b469a4]
0.04%     GsWorker         libvulkan_freedreno.so[+c1d324]
0.04%     GsWorker         libvulkan_freedreno.so[+b6d5a4]
0.04%     GsWorker         libvulkan_freedreno.so[+ab84e0]
0.04%     GsWorker         __memcmp_aarch64
0.04%     GsWorker         libvulkan_freedreno.so[+c657b0]
0.04%     GsWorker         libvulkan_freedreno.so[+ab81f4]
0.04%     GsWorker         libvulkan_freedreno.so[+c18d34]
0.04%     GsWorker         scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::releaseToOSMaybe(scudo::SizeClassAllocator64<scudo::PrimaryConfig<scudo::AndroidNormalConfig>>::RegionInfo*, unsigned long, scudo::ReleaseToOS)
0.04%     GsWorker         libvulkan_freedreno.so[+b47d48]
0.04%     GameThread       __emutls_get_address
0.04%     GsWorker         libvulkan_freedreno.so[+c658c0]
0.04%     GsWorker         libvulkan_freedreno.so[+c3e934]
0.04%     GsWorker         [kernel.kallsyms][+ffffffe760b45f2c]
0.04%     GsWorker         libvulkan_freedreno.so[+c64b80]
0.04%     GsWorker         libvulkan_freedreno.so[+b4159c]
