Cmdline: /system/bin/simpleperf record --app com.ps2x.runner --add-meta-info app_type=profileable --in-app --tracepoint-events /data/local/tmp/tracepoint_events --out-fd 3 --stop-signal-fd 4 -g --duration 30
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 130515
Event count: 120242448377

Overhead  Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                              Shared Object
2.13%     GSCpuBackend::LookupCLUT(GSDrawState const&, unsigned char, unsigned int, unsigned char, unsigned char, unsigned char, unsigned char)                                                                                                                                                                                                                                                                                                                               /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
2.11%     GSCpuBackend::DrawTriangle(GSPrimitiveBatch const&)                                                                                                                                                                                                                                                                                                                                                                                                                 /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
2.08%     VU1Interpreter::calculateFmacExactResult(unsigned int, double&) const                                                                                                                                                                                                                                                                                                                                                                                               /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.57%     GSMem::ReadCT32(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.47%     GSCpuBackend::DrawSprite(GSPrimitiveBatch const&)                                                                                                                                                                                                                                                                                                                                                                                                                   /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.47%     __memset_aarch64_nt                                                                                                                                                                                                                                                                                                                                                                                                                                                 /apex/com.android.runtime/lib64/bionic/libc.so
1.42%     VU1Interpreter::execLower(unsigned int, unsigned char*, unsigned int, GS&, PS2Memory*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.36%     VU1Interpreter::normalizeFmacResult(float*, unsigned char, unsigned char*)                                                                                                                                                                                                                                                                                                                                                                                          /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.30%     VU1Interpreter::calculateFmacProductSticky(unsigned char) const                                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.13%     std::__ndk1::__function::__func<unsigned int (*)(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int), std::__ndk1::allocator<unsigned int (*)(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)>, unsigned int (unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)>::operator()(unsigned char*&&, unsigned int&&, unsigned int&&, unsigned int&&, unsigned int&&)                                    /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
1.12%     (anonymous namespace)::combineTexture(GSTex0Reg const&, unsigned char, unsigned char, unsigned char, unsigned char, unsigned char, unsigned char, unsigned char, unsigned char)                                                                                                                                                                                                                                                                                     /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.99%     clock_gettime                                                                                                                                                                                                                                                                                                                                                                                                                                                       /apex/com.android.runtime/lib64/bionic/libc.so
0.94%     VU1Interpreter::updateFmacFlags(unsigned char const*, unsigned char, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                  /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.88%     VU1Interpreter::getDecodedInstructionPairForPc(unsigned char const*, unsigned int, PS2Memory*, unsigned int)                                                                                                                                                                                                                                                                                                                                                        /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.78%     __kernel_clock_gettime                                                                                                                                                                                                                                                                                                                                                                                                                                              [vdso]
0.68%     VU1Interpreter::progressXgkick()                                                                                                                                                                                                                                                                                                                                                                                                                                    /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.56%     GSCpuBackend::CopyFrameToHostRgba(GSFrameReg const&, unsigned int, unsigned int, std::__ndk1::vector<unsigned char, std::__ndk1::allocator<unsigned char>>&, bool, bool, bool, unsigned int, unsigned int) const                                                                                                                                                                                                                                                    /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.55%     VU1Interpreter::queueVfWrite(unsigned char, unsigned char, float const*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.55%     std::__ndk1::__function::__func<void (*)(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int), std::__ndk1::allocator<void (*)(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)>, void (unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)>::operator()(unsigned char*&&, unsigned int&&, unsigned int&&, unsigned int&&, unsigned int&&, unsigned int&&)  /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.47%     PS2Memory::advanceEeTimers(unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                                           /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.46%     GSMem::ReadP8(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                               /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.45%     GSMem::WriteCT32(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.28%     sub_00416810_0x416810(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                   /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.26%     PS2Memory::processVIF1Data(unsigned char const*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                      /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.26%     VU1Interpreter::applyFmacDestAcc(float*, unsigned char)                                                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.25%     GSMem::ReadCT24(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.23%     __memcpy_aarch64_nt                                                                                                                                                                                                                                                                                                                                                                                                                                                 /apex/com.android.runtime/lib64/bionic/libc.so
0.22%     GSMem::ReadP8H(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.19%     EeScheduler::checkpointDue(unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                                            /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.19%     GSMem::ReadZ24(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.17%     VU1Interpreter::applyFmacDest(float*, float*, unsigned char)                                                                                                                                                                                                                                                                                                                                                                                                        /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.14%     VU1Interpreter::applyDest(float*, float const*, unsigned char)                                                                                                                                                                                                                                                                                                                                                                                                      /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.13%     __vfprintf                                                                                                                                                                                                                                                                                                                                                                                                                                                          /apex/com.android.runtime/lib64/bionic/libc.so
0.13%     VU1Interpreter::queueAccWrite(unsigned char, float const*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                            /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.13%     VU1Interpreter::decodeLowerUsage(unsigned int) const                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.13%     GSMem::ReadCT16(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                             /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.12%     PS2Runtime::dispatchGuestBranch(unsigned char*, R5900Context*, unsigned int, unsigned int, unsigned int, PS2Runtime::GuestBranchKind, char const*)                                                                                                                                                                                                                                                                                                                  /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.12%     GSMem::WriteCT16(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.11%     __emutls_get_address                                                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.11%     GSMem::WriteCT24(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1Interpreter::broadcast(float const*, unsigned char)                                                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     VU1Interpreter::decodeUpperUsage(unsigned int) const                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     pthread_mutex_lock                                                                                                                                                                                                                                                                                                                                                                                                                                                  /apex/com.android.runtime/lib64/bionic/libc.so
0.10%     sub_0037E120_0x37e120(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                   /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.10%     [kernel.kallsyms][+ffffffe761a8e810]                                                                                                                                                                                                                                                                                                                                                                                                                                [kernel.kallsyms]
0.09%     libunwind::findUnwindSectionsByPhdr(dl_phdr_info*, unsigned long, void*)                                                                                                                                                                                                                                                                                                                                                                                            /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.09%     GSMem::WriteZ24(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                               /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     GSMem::ReadZ16(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                              /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     GSMem::ReadP4(unsigned char*, unsigned int, unsigned int, unsigned int, unsigned int)                                                                                                                                                                                                                                                                                                                                                                               /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.08%     __sfvwrite                                                                                                                                                                                                                                                                                                                                                                                                                                                          /apex/com.android.runtime/lib64/bionic/libc.so
0.07%     [kernel.kallsyms][+ffffffe760ad37c0]                                                                                                                                                                                                                                                                                                                                                                                                                                [kernel.kallsyms]
0.07%     GS::buildDrawBatch(int) const                                                                                                                                                                                                                                                                                                                                                                                                                                       /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.07%     WaitTime                                                                                                                                                                                                                                                                                                                                                                                                                                                            /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     VU1Interpreter::resetScheduler()                                                                                                                                                                                                                                                                                                                                                                                                                                    /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     GS::vertexKick(bool)                                                                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     GS::writeRegisterPacked(unsigned char, unsigned long, unsigned long)                                                                                                                                                                                                                                                                                                                                                                                                /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.06%     VU1Interpreter::pipelinesPending() const                                                                                                                                                                                                                                                                                                                                                                                                                            /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.05%     pthread_mutex_unlock                                                                                                                                                                                                                                                                                                                                                                                                                                                /apex/com.android.runtime/lib64/bionic/libc.so
0.05%     sub_00376938_0x376938(unsigned char*, R5900Context*, PS2Runtime*)                                                                                                                                                                                                                                                                                                                                                                                                   /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.05%     VU1Interpreter::decodeInstructionPair(unsigned char const*, unsigned int) const                                                                                                                                                                                                                                                                                                                                                                                     /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.05%     !!!0000!a0d82c13dd4b4e4f31b6cd30a2cb0d!a9ee82cd83!                                                                                                                                                                                                                                                                                                                                                                                                                  /vendor/lib64/egl/libGLESv2_adreno.so
0.05%     GSCpuBackend::UploadImage(unsigned char const*, unsigned int)                                                                                                                                                                                                                                                                                                                                                                                                       /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
0.05%     ps2DiagWatchEnabled()                                                                                                                                                                                                                                                                                                                                                                                                                                               /data/app/~~F_TXGpzZKpUi8TmYNi8VZg==/com.ps2x.runner-p99lIzv1Tx2JYqcmszRZNw==/base.apk!/lib/arm64-v8a/libps2EntryRunner.so
