shape	tail_n	J_vs_s0	n38	ov38	pres38	n54	ov54	pres54	n145	ov145	pres145	n259	ov259	pres259	n279	ov279	pres279	n292	ov292	pres292	n293	ov293	pres293	n295	ov295	pres295	n298	ov298	pres298	n299	ov299	pres299	n303	ov303	pres303	n307	ov307	pres307	n310	ov310	pres310	n311	ov311	pres311	n312	ov312	pres312	n313	ov313	pres313	n314	ov314	pres314	n315	ov315	pres315	n316	ov316	pres316	n318	ov318	pres318	n322	ov322	pres322	n323	ov323	pres323	n327	ov327	pres327	n328	ov328	pres328	n332	ov332	pres332	n336	ov336	pres336	n337	ov337	pres337	n339	ov339	pres339	n351	ov351	pres351	n372	ov372	pres372	n602	ov602	pres602	n611	ov611	pres611	n620	ov620	pres620
118	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
119	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
120	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
121	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
122	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
123	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
124	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
125	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
126	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
127	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
128	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
129	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
130	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
131	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
132	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
133	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
134	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
135	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
136	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
137	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
138	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
139	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
140	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
141	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
142	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
143	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
144	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
145	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
146	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
147	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
148	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
149	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
150	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
151	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
152	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
153	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
154	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
155	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
156	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
157	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
158	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
159	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
160	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
161	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
162	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
163	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
164	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
165	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
166	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
167	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
168	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
169	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
170	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
171	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
172	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
173	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
174	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
175	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
176	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
177	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
178	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
179	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
180	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
181	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
182	102	1.0000	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	0	0	1	4	4	1	0	0	1	0	0	1	1	1	1	0	0	1	4	4	1	3	3	1	4	4	1	7	7	1	7	7	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1
