tick	logline	pc	dma	gif	d_dma	d_gif	ratio
12720	2486086	0x317244	2655330	71807	25233	681	0.02699
12840	2494926	0x31ac30	2669132	72181	13802	374	0.02710
12960	2497217	0x31ac30	2669132	72181	0	0	FROZEN
13080	2499375	0x31ac30	2669132	72181	0	0	FROZEN
13200	2501590	0x31ac30	2669132	72181	0	0	FROZEN
13320	2503819	0x31ac30	2669132	72181	0	0	FROZEN
13440	2505996	0x31ac30	2669132	72181	0	0	FROZEN
13560	2508315	0x31ac30	2669132	72181	0	0	FROZEN
13680	2510463	0x31ac30	2669132	72181	0	0	FROZEN
13800	2512680	0x31ac30	2669132	72181	0	0	FROZEN
13920	2514841	0x31ac30	2669132	72181	0	0	FROZEN
14040	2517123	0x31ac30	2669132	72181	0	0	FROZEN
14160	2519255	0x3825c0	2669132	72181	0	0	FROZEN
14280	2521364	0x31ac30	2669132	72181	0	0	FROZEN
14400	2523512	0x31ac30	2669132	72181	0	0	FROZEN
14520	2525712	0x31ac30	2669132	72181	0	0	FROZEN
14640	2528048	0x31ac30	2669132	72181	0	0	FROZEN
14760	2531044	0x31ac30	2669132	72181	0	0	FROZEN
14880	2533332	0x3825c0	2669132	72181	0	0	FROZEN
15000	2535569	0x31ac30	2669132	72181	0	0	FROZEN
15120	2537817	0x3825c0	2669132	72181	0	0	FROZEN
15240	2539991	0x31ac30	2669132	72181	0	0	FROZEN
15360	2542260	0x31ac30	2669132	72181	0	0	FROZEN
15480	2544419	0x31ac30	2669132	72181	0	0	FROZEN
15600	2546595	0x31ac30	2669132	72181	0	0	FROZEN
15720	2548739	0x31ac30	2669132	72181	0	0	FROZEN
15840	2550921	0x31ac30	2669132	72181	0	0	FROZEN
15960	2553211	0x31ac30	2669132	72181	0	0	FROZEN
16080	2555427	0x31ac30	2669132	72181	0	0	FROZEN
16200	2557555	0x31ac30	2669132	72181	0	0	FROZEN
16320	2559634	0x31ac30	2669132	72181	0	0	FROZEN
16440	2561797	0x3e4db8	2669132	72181	0	0	FROZEN
16560	2563917	0x31ac30	2669132	72181	0	0	FROZEN
16680	2566261	0x31ac30	2669132	72181	0	0	FROZEN
16800	2568450	0x31ac30	2669132	72181	0	0	FROZEN
16920	2570833	0x31ac30	2669132	72181	0	0	FROZEN
17040	2573077	0x3c1980	2669132	72181	0	0	FROZEN
17160	2575313	0x31ac30	2669132	72181	0	0	FROZEN
17280	2577527	0x31ac30	2669132	72181	0	0	FROZEN
17400	2579955	0x31ac30	2669132	72181	0	0	FROZEN
17520	2582129	0x31ac30	2669132	72181	0	0	FROZEN
17640	2584284	0x31ac30	2669132	72181	0	0	FROZEN
17760	2586466	0x31ac30	2669132	72181	0	0	FROZEN
17880	2588520	0x31ac30	2669132	72181	0	0	FROZEN
18000	2590791	0x31ac30	2669132	72181	0	0	FROZEN
18120	2593247	0x31ac30	2669132	72181	0	0	FROZEN
18240	2596969	0x31ac30	2669132	72181	0	0	FROZEN
18360	2599360	0x31ac30	2669132	72181	0	0	FROZEN
18480	2601667	0x31ac30	2669132	72181	0	0	FROZEN
18600	2603951	0x31ac30	2669132	72181	0	0	FROZEN
18720	2606385	0x31ac30	2669132	72181	0	0	FROZEN
18840	2608753	0x31ac30	2669132	72181	0	0	FROZEN
18960	2610892	0x31ac30	2669132	72181	0	0	FROZEN
19080	2613011	0x31ac30	2669132	72181	0	0	FROZEN
19200	2615351	0x31ac30	2669132	72181	0	0	FROZEN
19320	2617504	0x31ac30	2669132	72181	0	0	FROZEN
19440	2619664	0x31ac30	2669132	72181	0	0	FROZEN
19560	2621853	0x31ac30	2669132	72181	0	0	FROZEN
19680	2624086	0x31ac30	2669132	72181	0	0	FROZEN
19800	2626503	0x31ac30	2669132	72181	0	0	FROZEN
19920	2628846	0x31ac30	2669132	72181	0	0	FROZEN
20040	2631210	0x31ac30	2669132	72181	0	0	FROZEN
20160	2633501	0x31ac30	2669132	72181	0	0	FROZEN
20280	2635731	0x31ac30	2669132	72181	0	0	FROZEN
20400	2638065	0x31ac30	2669132	72181	0	0	FROZEN
20520	2640331	0x31ac30	2669132	72181	0	0	FROZEN
20640	2642618	0x31ac30	2669132	72181	0	0	FROZEN
20760	2644889	0x31ac30	2669132	72181	0	0	FROZEN
20880	2647146	0x31ac30	2669132	72181	0	0	FROZEN
21000	2649341	0x31ac30	2669132	72181	0	0	FROZEN
21120	2651644	0x31ac30	2669132	72181	0	0	FROZEN
21240	2653885	0x31ac30	2669132	72181	0	0	FROZEN
21360	2656456	0x31ac30	2669132	72181	0	0	FROZEN
21480	2658490	0x31ac30	2669132	72181	0	0	FROZEN
21600	2660828	0x31ac30	2669132	72181	0	0	FROZEN
21720	2662957	0x31ac30	2669132	72181	0	0	FROZEN
21840	2665147	0x3825c0	2669132	72181	0	0	FROZEN
21960	2667462	0x31ac30	2669132	72181	0	0	FROZEN
22080	2669605	0x31ac30	2669132	72181	0	0	FROZEN
22200	2671672	0x31ac30	2669132	72181	0	0	FROZEN
22320	2673916	0x3825c0	2669132	72181	0	0	FROZEN
22440	2676190	0x31ac30	2669132	72181	0	0	FROZEN
22560	2678384	0x31ac30	2669132	72181	0	0	FROZEN
22680	2680498	0x31ac30	2669132	72181	0	0	FROZEN
22800	2682749	0x31ac30	2669132	72181	0	0	FROZEN
22920	2684907	0x31ac30	2669132	72181	0	0	FROZEN
23040	2687104	0x31ac30	2669132	72181	0	0	FROZEN
23160	2689252	0x31ac30	2669132	72181	0	0	FROZEN
23280	2691541	0x31ac30	2669132	72181	0	0	FROZEN
23400	2693848	0x31ac30	2669132	72181	0	0	FROZEN
23520	2696496	0x31ac30	2669132	72181	0	0	FROZEN
23640	2698748	0x31ac30	2669132	72181	0	0	FROZEN
23760	2700994	0x31ac30	2669132	72181	0	0	FROZEN
23880	2703262	0x31ac30	2669132	72181	0	0	FROZEN
24000	2705516	0x31ac30	2669132	72181	0	0	FROZEN
24120	2707665	0x31ac30	2669132	72181	0	0	FROZEN
24240	2709837	0x0	2669132	72181	0	0	FROZEN
24360	2711960	0x31ac30	2669132	72181	0	0	FROZEN
24480	2714130	0x31ac30	2669132	72181	0	0	FROZEN
24600	2716222	0x31ac30	2669132	72181	0	0	FROZEN
24720	2718492	0x423de8	2669132	72181	0	0	FROZEN
24840	2720921	0x31ac30	2669132	72181	0	0	FROZEN
24960	2723168	0x31ac30	2669132	72181	0	0	FROZEN
25080	2725379	0x0	2669132	72181	0	0	FROZEN
25200	2727643	0x31ac30	2669132	72181	0	0	FROZEN
25320	2729929	0x31ac30	2669132	72181	0	0	FROZEN
25440	2732144	0x31ac30	2669132	72181	0	0	FROZEN
25560	2734332	0x31ac30	2669132	72181	0	0	FROZEN
25680	2736568	0x31ac30	2669132	72181	0	0	FROZEN
25800	2738891	0x31ac30	2669132	72181	0	0	FROZEN
25920	2741224	0x31ac30	2669132	72181	0	0	FROZEN
26040	2744335	0x31ac30	2669132	72181	0	0	FROZEN
26160	2747527	0x31ac30	2669132	72181	0	0	FROZEN
26280	2749861	0x31ac30	2669132	72181	0	0	FROZEN
26400	2752126	0x31ac30	2669132	72181	0	0	FROZEN
26520	2754527	0x31ac30	2669132	72181	0	0	FROZEN
26640	2756877	0x31ac30	2669132	72181	0	0	FROZEN
26760	2759124	0x31ac30	2669132	72181	0	0	FROZEN
26880	2761416	0x31ac30	2669132	72181	0	0	FROZEN
27000	2763679	0x31ac30	2669132	72181	0	0	FROZEN
27120	2765883	0x31ac30	2669132	72181	0	0	FROZEN
27240	2768187	0x31ac30	2669132	72181	0	0	FROZEN
27360	2770302	0x31ac30	2669132	72181	0	0	FROZEN
27480	2772448	0x31ac30	2669132	72181	0	0	FROZEN
27600	2774599	0x31ac30	2669132	72181	0	0	FROZEN
27720	2776794	0x31ac30	2669132	72181	0	0	FROZEN
27840	2778981	0x31ac30	2669132	72181	0	0	FROZEN
27960	2781039	0x31ac30	2669132	72181	0	0	FROZEN
28080	2783141	0x31ac30	2669132	72181	0	0	FROZEN
28200	2785387	0x31ac30	2669132	72181	0	0	FROZEN
28320	2787665	0x31ac30	2669132	72181	0	0	FROZEN
28440	2789799	0x31ac30	2669132	72181	0	0	FROZEN
28560	2792013	0x31ac30	2669132	72181	0	0	FROZEN
28680	2794178	0x31ac30	2669132	72181	0	0	FROZEN
28800	2796318	0x31ac30	2669132	72181	0	0	FROZEN
28920	2798494	0x31ac30	2669132	72181	0	0	FROZEN
29040	2800647	0x31ac30	2669132	72181	0	0	FROZEN
29160	2802871	0x31ac30	2669132	72181	0	0	FROZEN
29280	2805091	0x31ac30	2669132	72181	0	0	FROZEN
29400	2807220	0x31ac30	2669132	72181	0	0	FROZEN
29520	2809381	0x0	2669132	72181	0	0	FROZEN
29640	2811541	0x31ac30	2669132	72181	0	0	FROZEN
29760	2813688	0x31ac30	2669132	72181	0	0	FROZEN
29880	2815977	0x31ac30	2669132	72181	0	0	FROZEN
30000	2818133	0x31ac30	2669132	72181	0	0	FROZEN
30120	2820395	0x31ac30	2669132	72181	0	0	FROZEN
30240	2822612	0x31ac30	2669132	72181	0	0	FROZEN
30360	2824797	0x31ac30	2669132	72181	0	0	FROZEN
30480	2826940	0x31ac30	2669132	72181	0	0	FROZEN
30600	2829098	0x31ac30	2669132	72181	0	0	FROZEN
30720	2831835	0x31ac30	2669132	72181	0	0	FROZEN
30840	2834104	0x31ac30	2669132	72181	0	0	FROZEN
30960	2836425	0x0	2669132	72181	0	0	FROZEN
31080	2838603	0x31ac30	2669132	72181	0	0	FROZEN
31200	2840834	0x3e4db8	2669132	72181	0	0	FROZEN
31320	2843028	0x31ac30	2669132	72181	0	0	FROZEN
31440	2845177	0x31ac30	2669132	72181	0	0	FROZEN
31560	2847280	0x31ac30	2669132	72181	0	0	FROZEN
31680	2849546	0x31ac30	2669132	72181	0	0	FROZEN
31800	2851628	0x31ac30	2669132	72181	0	0	FROZEN
31920	2853679	0x31ac30	2669132	72181	0	0	FROZEN
32040	2855854	0x31ac30	2669132	72181	0	0	FROZEN
